id,plan_name,iso3,year,sector_id,sector,metric_name,metric_id,value,category_id,category_name,description,source,food_insecure
541,Burundi 2017,BDI,2017,3422,Education,Affected,custom,,Total,Total,"",,FALSE
541,Burundi 2017,BDI,2017,3422,Education,In Need,inNeed,544000,Total,Total,"",,FALSE
541,Burundi 2017,BDI,2017,3422,Education,Targeted,target,225000,Total,Total,"",,FALSE
541,Burundi 2017,BDI,2017,3421,"Eau, Hygiène et Assainissement",Affected,custom,,Total,Total,"",,FALSE
541,Burundi 2017,BDI,2017,3421,"Eau, Hygiène et Assainissement",In Need,inNeed,2600000,Total,Total,"",,FALSE
541,Burundi 2017,BDI,2017,3421,"Eau, Hygiène et Assainissement",Targeted,target,1100000,Total,Total,"",,FALSE
541,Burundi 2017,BDI,2017,3419,Abris et Articles Non Alimentaires,Affected,custom,,Total,Total,"",,
541,Burundi 2017,BDI,2017,3419,Abris et Articles Non Alimentaires,In Need,inNeed,3e+05,Total,Total,"",,
541,Burundi 2017,BDI,2017,3419,Abris et Articles Non Alimentaires,Targeted,target,185000,Total,Total,"",,
543,Haiti 2017,HTI,2017,,,,,,,,,,
545,Myanmar 2017,MMR,2017,,,,,,,,,,
531,Ukraine Humanitarian Response Plan 2017,UKR,2017,,,,,,,,,,
549,Central African Republic 2017,CAF,2017,,,,,,,,,,
530,Niger 2017,NER,2017,3327,Securité Alimentaire,Affected,custom,,Total,Total,"",,TRUE
530,Niger 2017,NER,2017,3327,Securité Alimentaire,In Need,inNeed,1300000,Total,Total,"",,TRUE
530,Niger 2017,NER,2017,3327,Securité Alimentaire,Targeted,target,360000,Total,Total,"",,TRUE
530,Niger 2017,NER,2017,3322,Nutrition,Affected,custom,,Total,Total,"",,FALSE
530,Niger 2017,NER,2017,3322,Nutrition,In Need,inNeed,1500000,Total,Total,"",,FALSE
530,Niger 2017,NER,2017,3322,Nutrition,Targeted,target,1100000,Total,Total,"",,FALSE
530,Niger 2017,NER,2017,3328,Wash,Affected,custom,,Total,Total,"",,FALSE
530,Niger 2017,NER,2017,3328,Wash,In Need,inNeed,1200000,Total,Total,"",,FALSE
530,Niger 2017,NER,2017,3328,Wash,Targeted,target,791000,Total,Total,"",,FALSE
530,Niger 2017,NER,2017,3323,Protection,Affected,custom,,Total,Total,"",,FALSE
530,Niger 2017,NER,2017,3323,Protection,In Need,inNeed,241000,Total,Total,"",,FALSE
530,Niger 2017,NER,2017,3323,Protection,Targeted,target,164000,Total,Total,"",,FALSE
530,Niger 2017,NER,2017,3321,Logistique UNHAS,Affected,custom,,Total,Total,"",,FALSE
530,Niger 2017,NER,2017,3321,Logistique UNHAS,In Need,inNeed,,Total,Total,"",,FALSE
530,Niger 2017,NER,2017,3321,Logistique UNHAS,Targeted,target,,Total,Total,"",,FALSE
530,Niger 2017,NER,2017,3326,Santé,Affected,custom,,Total,Total,"",,FALSE
530,Niger 2017,NER,2017,3326,Santé,In Need,inNeed,766000,Total,Total,"",,FALSE
530,Niger 2017,NER,2017,3326,Santé,Targeted,target,561000,Total,Total,"",,FALSE
530,Niger 2017,NER,2017,3319,Abris/NFI,Affected,custom,,Total,Total,"",,
530,Niger 2017,NER,2017,3319,Abris/NFI,In Need,inNeed,385000,Total,Total,"",,
530,Niger 2017,NER,2017,3319,Abris/NFI,Targeted,target,247000,Total,Total,"",,
530,Niger 2017,NER,2017,3320,Education,Affected,custom,,Total,Total,"",,FALSE
530,Niger 2017,NER,2017,3320,Education,In Need,inNeed,173000,Total,Total,"",,FALSE
530,Niger 2017,NER,2017,3320,Education,Targeted,target,145000,Total,Total,"",,FALSE
538,Republic of South Sudan 2017,SSD,2017,,,,,,,,,,
550,Iraq 2017,IRQ,2017,,,,,,,,,,
528,Somalia 2017,SOM,2017,,,,,,,,,,
551,2017 Europe Situation - Regional Refugee and Migrant Response,"",2017,,,,,,,,,,
552,Syria regional refugee and resilience plan (3RP) 2017,LBN; EGY; TUR; IRQ; JOR,2017,,,,,,,,,,
584,Sudan 2017,SDN,2017,,,,,,,,,,
586,Mozambique Cyclone Dineo Flash Appeal 2017,MOZ,2017,,,,,,,,,,
588,Ethiopia 2017,ETH,2017,,,,,,,,,,
587,Democratic Republic of the Congo 2017,COD,2017,,,,,,,,,,
589,Kenya Flash Appeal 2017,KEN,2017,,,,,,,,,,
590,Madagascar Flash Appeal 2017,MDG,2017,,,,,,,,,,
539,Djibouti 2017,DJI,2017,,,,,,,,,,
592,DPR Korea Needs and Priorities 2017,PRK,2017,,,,,,,,,,
593,Peru Flash Appeal 2017,PER,2017,,,,,,,,,,
542,Yemen Humanitarian Response Plan 2017,YEM,2017,,,,,,,,,,
537,Cameroon 2017,CMR,2017,3381,Food Security,Affected,custom,,Total,Total,"",https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,TRUE
537,Cameroon 2017,CMR,2017,3381,Food Security,In Need,inNeed,2800000,Total,Total,"",https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,TRUE
537,Cameroon 2017,CMR,2017,3381,Food Security,Targeted,target,848000,Total,Total,"",https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,TRUE
537,Cameroon 2017,CMR,2017,3387,WASH,Affected,custom,,Total,Total,"",https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3387,WASH,In Need,inNeed,813000,Total,Total,"",https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3387,WASH,Targeted,target,531000,Total,Total,"",https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3379,Early Recovery,Affected,custom,,Total,Total,Early Recovery and Resilience,https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3379,Early Recovery,In Need,inNeed,1e+06,Total,Total,Early Recovery and Resilience,https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3379,Early Recovery,Targeted,target,536000,Total,Total,Early Recovery and Resilience,https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3384,Multi-Sector for Refugees,Affected,custom,,Total,Total,Central African Refugees Response Plan,,FALSE
537,Cameroon 2017,CMR,2017,3384,Multi-Sector for Refugees,In Need,inNeed,276000,Total,Total,Central African Refugees Response Plan,,FALSE
537,Cameroon 2017,CMR,2017,3384,Multi-Sector for Refugees,Targeted,target,25900,Total,Total,Central African Refugees Response Plan,,FALSE
537,Cameroon 2017,CMR,2017,3384,Multi-Sector for Refugees,Affected,custom,,Total,Total,Nigerian Refugees Response Plan,https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3384,Multi-Sector for Refugees,In Need,inNeed,86000,Total,Total,Nigerian Refugees Response Plan,https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3384,Multi-Sector for Refugees,Targeted,target,86000,Total,Total,Nigerian Refugees Response Plan,https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3378,Coordination,Affected,custom,,Total,Total,"",https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3378,Coordination,In Need,inNeed,,Total,Total,"",https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3378,Coordination,Targeted,target,,Total,Total,"",https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3388,Shelter,Affected,custom,,Total,Total,"",https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3388,Shelter,In Need,inNeed,656000,Total,Total,"",https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3388,Shelter,Targeted,target,382000,Total,Total,"",https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3382,Health,Affected,custom,,Total,Total,"",https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3382,Health,In Need,inNeed,1500000,Total,Total,"",https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3382,Health,Targeted,target,1200000,Total,Total,"",https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3380,Education,Affected,custom,,Total,Total,"",https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3380,Education,In Need,inNeed,450000,Total,Total,"",https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3380,Education,Targeted,target,308000,Total,Total,"",https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3386,Protection,Affected,custom,,Total,Total,Gender Based Sexual Violence,https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3386,Protection,In Need,inNeed,454000,Total,Total,Gender Based Sexual Violence,https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3386,Protection,Targeted,target,426000,Total,Total,Gender Based Sexual Violence,https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3386,Protection,Affected,custom,,Total,Total,Child Protection,https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3386,Protection,In Need,inNeed,580000,Total,Total,Child Protection,https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3386,Protection,Targeted,target,258000,Total,Total,Child Protection,https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3386,Protection,Affected,custom,,Total,Total,Protection,https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3386,Protection,In Need,inNeed,1e+06,Total,Total,Protection,https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
537,Cameroon 2017,CMR,2017,3386,Protection,Targeted,target,1e+06,Total,Total,Protection,https://www.humanitarianresponse.info/en/operations/west-and-central-africa/document/plan-de-r%C3%A9ponse-humanitaire-cameroun-2017,FALSE
532,Chad 2017,TCD,2017,3346,Santé,Affected,custom,,Total,Total,"",https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,FALSE
532,Chad 2017,TCD,2017,3346,Santé,In Need,inNeed,1900000,Total,Total,"",https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,FALSE
532,Chad 2017,TCD,2017,3346,Santé,Targeted,target,901200,Total,Total,"",https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,FALSE
532,Chad 2017,TCD,2017,3341,"Eau, Hygiène et Assainissement",Affected,custom,,Total,Total,"",https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,FALSE
532,Chad 2017,TCD,2017,3341,"Eau, Hygiène et Assainissement",In Need,inNeed,2e+06,Total,Total,"",https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,FALSE
532,Chad 2017,TCD,2017,3341,"Eau, Hygiène et Assainissement",Targeted,target,1300000,Total,Total,"",https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,FALSE
532,Chad 2017,TCD,2017,3344,Nutrition,Affected,custom,,Total,Total,"",https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,FALSE
532,Chad 2017,TCD,2017,3344,Nutrition,In Need,inNeed,1500000,Total,Total,"",https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,FALSE
532,Chad 2017,TCD,2017,3344,Nutrition,Targeted,target,538400,Total,Total,"",https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,FALSE
532,Chad 2017,TCD,2017,3339,Abris/CCM/AME,Affected,custom,,Total,Total,Description,https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,FALSE
532,Chad 2017,TCD,2017,3339,Abris/CCM/AME,In Need,inNeed,948000,Total,Total,Description,https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,FALSE
532,Chad 2017,TCD,2017,3339,Abris/CCM/AME,Targeted,target,343600,Total,Total,Description,https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,FALSE
532,Chad 2017,TCD,2017,3347,Sécurité Alimentaire,Affected,custom,,Total,Total,"",https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,TRUE
532,Chad 2017,TCD,2017,3347,Sécurité Alimentaire,In Need,inNeed,4300000,Total,Total,"",https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,TRUE
532,Chad 2017,TCD,2017,3347,Sécurité Alimentaire,Targeted,target,1700000,Total,Total,"",https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,TRUE
532,Chad 2017,TCD,2017,3342,Education,Affected,custom,,Total,Total,"",https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,FALSE
532,Chad 2017,TCD,2017,3342,Education,In Need,inNeed,623000,Total,Total,"",https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,FALSE
532,Chad 2017,TCD,2017,3342,Education,Targeted,target,367000,Total,Total,"",https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,FALSE
532,Chad 2017,TCD,2017,3348,Réponse multisectorielle pour les réfugiés,Affected,custom,,Total,Total,Plan de Réponse pour les Réfugiés,https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,FALSE
532,Chad 2017,TCD,2017,3348,Réponse multisectorielle pour les réfugiés,In Need,inNeed,403000,Total,Total,Plan de Réponse pour les Réfugiés,https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,FALSE
532,Chad 2017,TCD,2017,3348,Réponse multisectorielle pour les réfugiés,Targeted,target,403000,Total,Total,Plan de Réponse pour les Réfugiés,https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,FALSE
532,Chad 2017,TCD,2017,3343,Logistique,Affected,custom,,Total,Total,"",,FALSE
532,Chad 2017,TCD,2017,3343,Logistique,In Need,inNeed,,Total,Total,"",,FALSE
532,Chad 2017,TCD,2017,3343,Logistique,Targeted,target,,Total,Total,"",,FALSE
532,Chad 2017,TCD,2017,3345,Protection,Affected,custom,,Total,Total,"",https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,FALSE
532,Chad 2017,TCD,2017,3345,Protection,In Need,inNeed,691300,Total,Total,"",https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,FALSE
532,Chad 2017,TCD,2017,3345,Protection,Targeted,target,254100,Total,Total,"",https://www.humanitarianresponse.info/en/operations/chad/document/tchad-plan-de-r%C3%A9ponse-humanitaire-2017,FALSE
626,Republic of Congo 2017,COG,2017,,,,,,,,,,
544,Afghanistan 2017,AFG,2017,HEA,Health,Affected,custom,,Total,Total,"",,FALSE
544,Afghanistan 2017,AFG,2017,HEA,Health,Projected Assistance Required,inNeed,,Total,Total,"",,FALSE
544,Afghanistan 2017,AFG,2017,HEA,Health,Targeted,target,,Total,Total,"",,FALSE
544,Afghanistan 2017,AFG,2017,WASH,"Water, Sanitation and Hygiene",Affected,custom,,Total,Total,"",,FALSE
544,Afghanistan 2017,AFG,2017,WASH,"Water, Sanitation and Hygiene",Projected Assistance Required,inNeed,,Total,Total,"",,FALSE
544,Afghanistan 2017,AFG,2017,WASH,"Water, Sanitation and Hygiene",Targeted,target,,Total,Total,"",,FALSE
544,Afghanistan 2017,AFG,2017,FSAC,Food Security and Agriculture,Affected,custom,,Total,Total,"",,TRUE
544,Afghanistan 2017,AFG,2017,FSAC,Food Security and Agriculture,Projected Assistance Required,inNeed,,Total,Total,"",,TRUE
544,Afghanistan 2017,AFG,2017,FSAC,Food Security and Agriculture,Targeted,target,,Total,Total,"",,TRUE
544,Afghanistan 2017,AFG,2017,ESNFI,Emergency Shelter and NFI,Affected,custom,,Total,Total,"",,
544,Afghanistan 2017,AFG,2017,ESNFI,Emergency Shelter and NFI,Projected Assistance Required,inNeed,,Total,Total,"",,
544,Afghanistan 2017,AFG,2017,ESNFI,Emergency Shelter and NFI,Targeted,target,,Total,Total,"",,
544,Afghanistan 2017,AFG,2017,L5333,Refugee Chapter,Affected,custom,,Total,Total,"",,FALSE
544,Afghanistan 2017,AFG,2017,L5333,Refugee Chapter,Projected Assistance Required,inNeed,,Total,Total,"",,FALSE
544,Afghanistan 2017,AFG,2017,L5333,Refugee Chapter,Targeted,target,,Total,Total,"",,FALSE
544,Afghanistan 2017,AFG,2017,L5332,Education in Emergencies WG,Affected,custom,,Total,Total,"",,FALSE
544,Afghanistan 2017,AFG,2017,L5332,Education in Emergencies WG,Projected Assistance Required,inNeed,,Total,Total,"",,FALSE
544,Afghanistan 2017,AFG,2017,L5332,Education in Emergencies WG,Targeted,target,,Total,Total,"",,FALSE
544,Afghanistan 2017,AFG,2017,PRO,Protection,Affected,custom,,Total,Total,"",,FALSE
544,Afghanistan 2017,AFG,2017,PRO,Protection,Projected Assistance Required,inNeed,,Total,Total,"",,FALSE
544,Afghanistan 2017,AFG,2017,PRO,Protection,Targeted,target,,Total,Total,"",,FALSE
544,Afghanistan 2017,AFG,2017,NUT,Nutrition,Affected,custom,,Total,Total,"",,FALSE
544,Afghanistan 2017,AFG,2017,NUT,Nutrition,Projected Assistance Required,inNeed,,Total,Total,"",,FALSE
544,Afghanistan 2017,AFG,2017,NUT,Nutrition,Targeted,target,,Total,Total,"",,FALSE
546,Senegal 2017,SEN,2017,,,,,,,,,,
547,Mauritania 2017,MRT,2017,226,EHA,Affected,custom,,Total,Total,"",https://www.humanitarianresponse.info/en/operations/mauritania/document/mauritanie-2017-plan-daction-int%C3%A9gr%C3%A9-humanitaire-et-d%C3%A9veloppement,FALSE
