iso2,iso3,title,date,type,phase,population,year
BI,BDI,Acute Food Insecurity May 2020 (2020 A),2020-05-01,C,3,1402385,2020
BI,BDI,Acute Food Insecurity May 2020 (2020 A),2020-05-01,C,4,42054,2020
BI,BDI,Acute Food Insecurity May 2020 (2020 A),2020-05-01,C,5,0,2020
BI,BDI,Acute Food Insecurity May 2020 (2020 A),2020-07-01,P,1,6983312,2020
BI,BDI,Acute Food Insecurity May 2020 (2020 A),2020-07-01,P,2,3108324,2020
BI,BDI,Acute Food Insecurity May 2020 (2020 A),2020-07-01,P,3,816906,2020
BI,BDI,Acute Food Insecurity May 2020 (2020 A),2020-07-01,P,4,42054,2020
BI,BDI,Acute Food Insecurity May 2020 (2020 A),2020-07-01,P,5,0,2020
BI,BDI,Acute Food Insecurity August 2020 (2020 B),2020-08-17,C,1,7609188,2020
BI,BDI,Acute Food Insecurity August 2020 (2020 B),2020-08-17,C,2,3293345,2020
BI,BDI,Acute Food Insecurity August 2020 (2020 B),2020-08-17,C,3,713462,2020
BI,BDI,Acute Food Insecurity August 2020 (2020 B),2020-08-17,C,4,42054,2020
BI,BDI,Acute Food Insecurity August 2020 (2020 B),2020-08-17,C,5,0,2020
BI,BDI,Acute Food Insecurity August 2020 (2020 B),2020-10-31,P,1,6367987,2020
BI,BDI,Acute Food Insecurity August 2020 (2020 B),2020-10-31,P,2,3955432,2020
BI,BDI,Acute Food Insecurity August 2020 (2020 B),2020-10-31,P,3,1206499,2020
BI,BDI,Acute Food Insecurity August 2020 (2020 B),2020-10-31,P,4,128129,2020
BI,BDI,Acute Food Insecurity August 2020 (2020 B),2020-10-31,P,5,0,2020
BI,BDI,Acute Food Insecurity April 2021 (2021 A),2021-04-16,C,1,5074936,2021
BI,BDI,Acute Food Insecurity April 2021 (2021 A),2021-04-16,C,2,5029958,2021
BI,BDI,Acute Food Insecurity April 2021 (2021 A),2021-04-16,C,3,1506739,2021
BI,BDI,Acute Food Insecurity April 2021 (2021 A),2021-04-16,C,4,106680,2021
BI,BDI,Acute Food Insecurity April 2021 (2021 A),2021-04-16,C,5,0,2021
BI,BDI,Acute Food Insecurity September 2021 (2021B),2021-07-17,C,1,6655975,2021
BI,BDI,Acute Food Insecurity September 2021 (2021B),2021-07-17,C,2,4004341,2021
BI,BDI,Acute Food Insecurity September 2021 (2021B),2021-07-17,C,3,1057990,2021
BI,BDI,Acute Food Insecurity September 2021 (2021B),2021-07-17,C,4,0,2021
BI,BDI,Acute Food Insecurity September 2021 (2021B),2021-07-17,C,5,0,2021
BI,BDI,Acute Food Insecurity April 2021 (2021 A),2021-07-17,P,1,6472947,2021
BI,BDI,Acute Food Insecurity April 2021 (2021 A),2021-07-17,P,2,4200580,2021
BI,BDI,Acute Food Insecurity April 2021 (2021 A),2021-07-17,P,3,988420,2021
BI,BDI,Acute Food Insecurity April 2021 (2021 A),2021-07-17,P,4,56365,2021
BI,BDI,Acute Food Insecurity April 2021 (2021 A),2021-07-17,P,5,0,2021
BI,BDI,Acute Food Insecurity September 2021 (2021B),2021-10-31,P,1,6167415,2021
BI,BDI,Acute Food Insecurity September 2021 (2021B),2021-10-31,P,2,4108725,2021
BI,BDI,Acute Food Insecurity September 2021 (2021B),2021-10-31,P,3,1442166,2021
BI,BDI,Acute Food Insecurity September 2021 (2021B),2021-10-31,P,4,0,2021
BI,BDI,Acute Food Insecurity September 2021 (2021B),2021-10-31,P,5,0,2021
BI,BDI,Acute Food Insecurity September 2021 (2021B),2022-01-31,A,1,7047823,2022
BI,BDI,Acute Food Insecurity September 2021 (2021B),2022-01-31,A,2,3938184,2022
BI,BDI,Acute Food Insecurity September 2021 (2021B),2022-01-31,A,3,1059234,2022
BI,BDI,Acute Food Insecurity September 2021 (2021B),2022-01-31,A,4,0,2022
BI,BDI,Acute Food Insecurity September 2021 (2021B),2022-01-31,A,5,0,2022
BI,BDI,Acute Food Insecurity April 2022,2022-04-16,C,1,7783814,2022
BI,BDI,Acute Food Insecurity April 2022,2022-04-16,C,2,3078735,2022
BI,BDI,Acute Food Insecurity April 2022,2022-04-16,C,3,1182686,2022
BI,BDI,Acute Food Insecurity April 2022,2022-04-16,C,4,0,2022
BI,BDI,Acute Food Insecurity April 2022,2022-04-16,C,5,0,2022
BI,BDI,Acute Food Insecurity August 2022,2022-07-17,C,1,7514843,2022
BI,BDI,Acute Food Insecurity August 2022,2022-07-17,C,2,3345210,2022
BI,BDI,Acute Food Insecurity August 2022,2022-07-17,C,3,1134544,2022
BI,BDI,Acute Food Insecurity August 2022,2022-07-17,C,4,50637,2022
BI,BDI,Acute Food Insecurity August 2022,2022-07-17,C,5,0,2022
BI,BDI,Acute Food Insecurity April 2022,2022-07-17,P,1,8636769,2022
BI,BDI,Acute Food Insecurity April 2022,2022-07-17,P,2,2762799,2022
BI,BDI,Acute Food Insecurity April 2022,2022-07-17,P,3,645668,2022
BI,BDI,Acute Food Insecurity April 2022,2022-07-17,P,4,0,2022
BI,BDI,Acute Food Insecurity April 2022,2022-07-17,P,5,0,2022
BI,BDI,Acute Food Insecurity August 2022,2022-10-31,P,1,6981060,2022
BI,BDI,Acute Food Insecurity August 2022,2022-10-31,P,2,3660306,2022
BI,BDI,Acute Food Insecurity August 2022,2022-10-31,P,3,1353231,2022
BI,BDI,Acute Food Insecurity August 2022,2022-10-31,P,4,50637,2022
BI,BDI,Acute Food Insecurity August 2022,2022-10-31,P,5,0,2022
BJ,BEN,Cadre Harmonisé Analysis March 2022,2022-07-01,P,1,9766619,2022
BJ,BEN,Cadre Harmonisé Analysis March 2022,2022-07-01,P,2,2318231,2022
BJ,BEN,Cadre Harmonisé Analysis March 2022,2022-07-01,P,3,806329,2022
BJ,BEN,Cadre Harmonisé Analysis March 2022,2022-07-01,P,4,23821,2022
BJ,BEN,Cadre Harmonisé Analysis March 2022,2022-07-01,P,5,0,2022
BJ,BEN,Cadre Harmonisé Analysis November 2021,2022-07-01,P,1,1737840,2022
BJ,BEN,Cadre Harmonisé Analysis November 2021,2022-07-01,P,2,303373,2022
BJ,BEN,Cadre Harmonisé Analysis November 2021,2022-07-01,P,3,17450,2022
BJ,BEN,Cadre Harmonisé Analysis November 2021,2022-07-01,P,4,0,2022
BJ,BEN,Cadre Harmonisé Analysis November 2021,2022-07-01,P,5,0,2022
BJ,BEN,Cadre Harmonisé Analysis October 2020,2021-07-01,P,1,7285823,2021
BJ,BEN,Cadre Harmonisé Analysis October 2020,2021-07-01,P,2,1436375,2021
BJ,BEN,Cadre Harmonisé Analysis October 2020,2021-07-01,P,3,281638,2021
BJ,BEN,Cadre Harmonisé Analysis October 2020,2021-07-01,P,4,0,2021
BJ,BEN,Cadre Harmonisé Analysis October 2020,2021-07-01,P,5,0,2021
CD,COD,Acute Food Insecurity June 2017 (15ème Cycle),2017-09-01,C,1,0,2017
CD,COD,Acute Food Insecurity June 2017 (15ème Cycle),2017-09-01,C,2,64025195,2017
CD,COD,Acute Food Insecurity June 2017 (15ème Cycle),2017-09-01,C,3,6164158,2017
CD,COD,Acute Food Insecurity June 2017 (15ème Cycle),2017-09-01,C,4,1478051,2017
CD,COD,Acute Food Insecurity June 2017 (15ème Cycle),2017-09-01,C,5,0,2017
CD,COD,Acute Food Insecurity June 2018 (16ème Cycle),2018-12-31,C,1,15734710,2018
CD,COD,Acute Food Insecurity June 2018 (16ème Cycle),2018-12-31,C,2,27345184,2018
CD,COD,Acute Food Insecurity June 2018 (16ème Cycle),2018-12-31,C,3,9767435,2018
CD,COD,Acute Food Insecurity June 2018 (16ème Cycle),2018-12-31,C,4,3373583,2018
CD,COD,Acute Food Insecurity June 2018 (16ème Cycle),2018-12-31,C,5,0,2018
CD,COD,Acute Food Insecurity June 2019 (17ème Cycle),2019-09-15,C,1,17349375,2019
CD,COD,Acute Food Insecurity June 2019 (17ème Cycle),2019-09-15,C,2,27027085,2019
CD,COD,Acute Food Insecurity June 2019 (17ème Cycle),2019-09-15,C,3,11623224,2019
CD,COD,Acute Food Insecurity June 2019 (17ème Cycle),2019-09-15,C,4,3873285,2019
CD,COD,Acute Food Insecurity June 2019 (17ème Cycle),2019-09-15,C,5,0,2019
CD,COD,Acute Food Insecurity June 2019 (17ème Cycle),2020-03-01,P,1,13790267,2020
CD,COD,Acute Food Insecurity June 2019 (17ème Cycle),2020-03-01,P,2,20697974,2020
CD,COD,Acute Food Insecurity June 2019 (17ème Cycle),2020-03-01,P,3,10026299,2020
CD,COD,Acute Food Insecurity June 2019 (17ème Cycle),2020-03-01,P,4,3562643,2020
CD,COD,Acute Food Insecurity June 2019 (17ème Cycle),2020-03-01,P,5,0,2020
CD,COD,Acute Food Insecurity July 2020 (18ème Cycle),2020-09-15,C,1,15806405,2020
CD,COD,Acute Food Insecurity July 2020 (18ème Cycle),2020-09-15,C,2,29024132,2020
CD,COD,Acute Food Insecurity July 2020 (18ème Cycle),2020-09-15,C,3,16131386,2020
CD,COD,Acute Food Insecurity July 2020 (18ème Cycle),2020-09-15,C,4,5703327,2020
CD,COD,Acute Food Insecurity July 2020 (18ème Cycle),2020-09-15,C,5,0,2020
CD,COD,Acute Food Insecurity July 2020 (18ème Cycle),2021-03-18,P,1,16795379,2021
CD,COD,Acute Food Insecurity July 2020 (18ème Cycle),2021-03-18,P,2,30253083,2021
CD,COD,Acute Food Insecurity July 2020 (18ème Cycle),2021-03-18,P,3,14741315,2021
CD,COD,Acute Food Insecurity July 2020 (18ème Cycle),2021-03-18,P,4,4875473,2021
CD,COD,Acute Food Insecurity July 2020 (18ème Cycle),2021-03-18,P,5,0,2021
CD,COD,Acute Food Insecurity February 2021 (19ème Cycle),2021-04-17,C,1,27991133,2021
CD,COD,Acute Food Insecurity February 2021 (19ème Cycle),2021-04-17,C,2,40779180,2021
CD,COD,Acute Food Insecurity February 2021 (19ème Cycle),2021-04-17,C,3,20533701,2021
CD,COD,Acute Food Insecurity February 2021 (19ème Cycle),2021-04-17,C,4,6728634,2021
CD,COD,Acute Food Insecurity February 2021 (19ème Cycle),2021-04-17,C,5,0,2021
CD,COD,Acute Food Insecurity February 2021 (19ème Cycle),2021-10-01,P,1,27652007,2021
CD,COD,Acute Food Insecurity February 2021 (19ème Cycle),2021-10-01,P,2,42201990,2021
CD,COD,Acute Food Insecurity February 2021 (19ème Cycle),2021-10-01,P,3,20560599,2021
CD,COD,Acute Food Insecurity February 2021 (19ème Cycle),2021-10-01,P,4,5618039,2021
CD,COD,Acute Food Insecurity February 2021 (19ème Cycle),2021-10-01,P,5,0,2021
CD,COD,Acute Food Insecurity September 2021 (20ème cycle),2021-10-17,C,1,30793351,2021
CD,COD,Acute Food Insecurity September 2021 (20ème cycle),2021-10-17,C,2,44445580,2021
CD,COD,Acute Food Insecurity September 2021 (20ème cycle),2021-10-17,C,3,20915413,2021
CD,COD,Acute Food Insecurity September 2021 (20ème cycle),2021-10-17,C,4,6104763,2021
CD,COD,Acute Food Insecurity September 2021 (20ème cycle),2021-10-17,C,5,0,2021
CD,COD,Acute Food Insecurity September 2021 (20ème cycle),2022-03-18,P,1,31540610,2022
CD,COD,Acute Food Insecurity September 2021 (20ème cycle),2022-03-18,P,2,47830937,2022
CD,COD,Acute Food Insecurity September 2021 (20ème cycle),2022-03-18,P,3,20463619,2022
CD,COD,Acute Food Insecurity September 2021 (20ème cycle),2022-03-18,P,4,5415902,2022
CD,COD,Acute Food Insecurity September 2021 (20ème cycle),2022-03-18,P,5,0,2022
CD,COD,Acute Food Insecurity July 2022,2022-09-15,C,1,31685862,2022
CD,COD,Acute Food Insecurity July 2022,2022-09-15,C,2,44832741,2022
CD,COD,Acute Food Insecurity July 2022,2022-09-15,C,3,22617472,2022
CD,COD,Acute Food Insecurity July 2022,2022-09-15,C,4,3840615,2022
CD,COD,Acute Food Insecurity July 2022,2022-09-15,C,5,0,2022
CD,COD,Acute Food Insecurity July 2022,2023-03-18,P,1,31270137,2023
CD,COD,Acute Food Insecurity July 2022,2023-03-18,P,2,47117573,2023
CD,COD,Acute Food Insecurity July 2022,2023-03-18,P,3,21770678,2023
CD,COD,Acute Food Insecurity July 2022,2023-03-18,P,4,2813093,2023
CD,COD,Acute Food Insecurity July 2022,2023-03-18,P,5,0,2023
CF,CAF,Acute Food Insecurity February 2017 (12ème Cycle),2017-03-17,C,1,1030103,2017
CF,CAF,Acute Food Insecurity February 2017 (12ème Cycle),2017-03-17,C,2,1502205,2017
CF,CAF,Acute Food Insecurity February 2017 (12ème Cycle),2017-03-17,C,3,721712,2017
CF,CAF,Acute Food Insecurity February 2017 (12ème Cycle),2017-03-17,C,4,299001,2017
CF,CAF,Acute Food Insecurity February 2017 (12ème Cycle),2017-03-17,C,5,0,2017
CF,CAF,Acute Food Insecurity March 2018 (13è Cycle),2018-03-01,C,1,1119186,2018
CF,CAF,Acute Food Insecurity March 2018 (13è Cycle),2018-03-01,C,2,2273171,2018
CF,CAF,Acute Food Insecurity March 2018 (13è Cycle),2018-03-01,C,3,1374233,2018
CF,CAF,Acute Food Insecurity March 2018 (13è Cycle),2018-03-01,C,4,605019,2018
CF,CAF,Acute Food Insecurity March 2018 (13è Cycle),2018-03-01,C,5,0,2018
CF,CAF,Acute Food Insecurity March 2018 (13è Cycle),2018-06-01,P,1,913060,2018
CF,CAF,Acute Food Insecurity March 2018 (13è Cycle),2018-06-01,P,2,1998871,2018
CF,CAF,Acute Food Insecurity March 2018 (13è Cycle),2018-06-01,P,3,1602481,2018
CF,CAF,Acute Food Insecurity March 2018 (13è Cycle),2018-06-01,P,4,848046,2018
CF,CAF,Acute Food Insecurity March 2018 (13è Cycle),2018-06-01,P,5,0,2018
CF,CAF,Acute Food Insecurity September 2018 (14ème Cycle),2018-08-01,C,1,777139,2018
CF,CAF,Acute Food Insecurity September 2018 (14ème Cycle),2018-08-01,C,2,2038319,2018
CF,CAF,Acute Food Insecurity September 2018 (14ème Cycle),2018-08-01,C,3,1618922,2018
CF,CAF,Acute Food Insecurity September 2018 (14ème Cycle),2018-08-01,C,4,657485,2018
CF,CAF,Acute Food Insecurity September 2018 (14ème Cycle),2018-08-01,C,5,0,2018
CF,CAF,Acute Food Insecurity May 2019 (15ème cycle),2019-06-16,C,1,889358,2019
